Year,Team,Name,G,Min,Pts,PPG,FGM,FGA,FGP,FTM,FTA,FTP,3PM,3PA,3PP,REB,RPG,AST,APG,STL,BLK,TO,MPPS,OEPM,DEPM
2002,LAC,Elton Brand,62,2454,1146,18.5,451,899,.502,244,356,.685,0,1,.000,703,11.3,157,2.5,71,158,161,0.6235,0.402,0.2559
2002,LAC,Corey Maggette,64,2006,1073,16.8,343,773,.444,325,405,.802,62,177,.350,322,5.0,123,1.9,55,16,147,0.5097,0.3882,0.1079
2002,LAC,Lamar Odom,49,1679,714,14.6,268,611,.439,136,175,.777,42,129,.326,326,6.7,178,3.6,42,41,140,0.4266,0.2822,0.1119
2002,LAC,Andre Miller,80,2913,1088,13.6,377,928,.406,311,391,.795,23,108,.213,316,4.0,537,6.7,99,11,206,0.7401,0.6101,0.1215
2002,LAC,Michael Olowokandi,36,1369,441,12.3,186,436,.427,69,105,.657,0,0,.000,328,9.1,47,1.3,18,79,98,0.3478,0.1315,0.1153
2002,LAC,Eric Piatkowski,62,1360,601,9.7,210,446,.471,101,122,.828,80,201,.398,156,2.5,70,1.1,33,9,56,0.3455,0.2041,0.0551
2002,LAC,Quentin Richardson,59,1368,552,9.4,203,546,.372,85,124,.685,61,198,.308,281,4.8,52,0.9,35,10,64,0.3476,0.1753,0.0879
2002,LAC,Marko Jaric,66,1379,490,7.4,179,446,.401,79,105,.752,53,166,.319,160,2.4,193,2.9,97,11,103,0.3504,0.2288,0.0811
2002,LAC,Keyon Dooling,55,969,350,6.4,128,329,.389,44,57,.772,50,139,.360,72,1.3,89,1.6,24,6,60,0.2462,0.1357,0.0293
2002,LAC,Cherokee Parks,30,648,188,6.3,82,163,.503,23,38,.605,1,2,.500,132,4.4,21,0.7,16,20,18,0.1646,0.061,0.046
2002,LAC,Melvin Ely,52,802,236,4.5,92,186,.495,52,74,.703,0,0,.000,174,3.3,15,0.3,10,32,50,0.2038,0.0691,0.0582
2002,LAC,Tremaine Fowlkes,37,573,164,4.4,56,128,.438,50,59,.847,2,9,.222,103,2.8,23,0.6,25,2,20,0.1456,0.0624,0.0363
2002,LAC,Zhizhi Wang,41,412,182,4.4,62,162,.383,42,58,.724,16,47,.340,77,1.9,10,0.2,8,10,31,0.1047,0.0548,0.0258
2002,LAC,Sean Rooks,70,1344,297,4.2,125,297,.421,47,58,.810,0,1,.000,216,3.1,69,1.0,34,44,66,0.3415,0.1101,0.0818
2002,LAC,Chris Wilcox,46,479,171,3.7,73,140,.521,25,50,.500,0,0,.000,104,2.3,21,0.5,7,12,26,0.1217,0.0552,0.0329
2002,LAL,Kobe Bryant,82,3401,2461,30.0,868,1924,.451,601,713,.843,124,324,.383,564,6.9,481,5.9,181,67,288,0.8641,0.9798,0.2336
2002,LAL,Shaquille O'neal,67,2535,1841,27.5,695,1211,.574,451,725,.622,0,0,.000,742,11.1,206,3.1,38,159,196,0.6441,0.6503,0.2535
2002,LAL,Derek Fisher,82,2829,863,10.5,339,775,.437,100,125,.800,85,212,.401,239,2.9,298,3.6,93,15,94,0.7188,0.3912,0.1009
2002,LAL,Rick Fox,76,2181,681,9.0,262,621,.422,52,69,.754,105,280,.375,323,4.3,253,3.3,69,14,121,0.5541,0.3001,0.1128
2002,LAL,Devean George,71,1613,492,6.9,180,461,.390,83,105,.790,49,132,.371,286,4.0,92,1.3,56,38,65,0.4098,0.1822,0.1061
2002,LAL,Robert Horry,80,2343,522,6.5,184,476,.387,103,134,.769,51,177,.288,514,6.4,233,2.9,96,61,112,0.5953,0.2635,0.1866
2002,LAL,Stanislav Medvedenko,58,620,255,4.4,112,258,.434,31,43,.721,0,2,.000,141,2.4,18,0.3,11,8,37,0.1575,0.0735,0.0426
2002,LAL,Samaki Walker,67,1243,296,4.4,115,274,.420,66,101,.653,0,1,.000,368,5.5,64,1.0,20,55,56,0.3158,0.1143,0.1186
2002,LAL,Brian Shaw,72,900,250,3.5,101,261,.387,10,15,.667,38,109,.349,119,1.7,103,1.4,32,13,54,0.2287,0.1112,0.0466
2002,LAL,Mark Madsen,54,781,174,3.2,69,163,.423,36,61,.590,0,0,.000,159,2.9,38,0.7,15,19,27,0.1984,0.0682,0.0521
2002,LAL,Kareem Rush,76,872,227,3.0,96,244,.393,16,23,.696,19,68,.279,94,1.2,68,0.9,10,11,63,0.2215,0.0846,0.0312
2002,LAL,Jannero Pargo,34,342,85,2.5,37,93,.398,4,4,1.000,7,24,.292,37,1.1,39,1.1,13,2,23,0.0869,0.0391,0.015
2002,LAL,Tracy Murray,31,193,61,2.0,23,71,.324,7,9,.778,8,38,.211,23,0.7,12,0.4,5,3,14,0.049,0.0206,0.0087
2002,LAL,Soumaila Samake,13,77,22,1.7,10,24,.417,2,2,1.000,0,0,.000,23,1.8,4,0.3,0,5,2,0.0196,0.0079,0.0074
2002,MEM,Pau Gasol,82,2948,1555,19.0,569,1116,.510,416,565,.736,1,10,.100,720,8.8,229,2.8,34,148,213,0.749,0.5776,0.2429
2002,MEM,Mike Miller,16,360,205,12.8,77,151,.510,29,36,.806,22,44,.500,55,3.4,31,1.9,6,5,26,0.0915,0.0706,0.0179
2002,MEM,Jason Williams,76,2407,919,12.1,333,859,.388,110,131,.840,143,404,.354,212,2.8,631,8.3,91,10,168,0.6115,0.5794,0.0917
2002,MEM,Drew Gooden,51,1329,616,12.1,255,576,.443,92,132,.697,14,46,.304,295,5.8,63,1.2,38,22,105,0.3377,0.1892,0.0964
2002,MEM,Lorenzen Wright,70,1982,797,11.4,325,716,.454,147,223,.659,0,5,.000,528,7.5,80,1.1,51,54,110,0.5036,0.2576,0.1707
2002,MEM,Gordan Giricek,49,1187,548,11.2,207,478,.433,88,107,.822,46,130,.354,108,2.2,70,1.4,22,6,94,0.3016,0.1777,0.0377
2002,MEM,Wesley Person,66,1941,727,11.0,274,601,.456,79,97,.814,100,231,.433,192,2.9,112,1.7,42,19,56,0.4931,0.2546,0.0708
2002,MEM,Stromile Swift,67,1478,647,9.7,235,489,.481,177,245,.722,0,2,.000,384,5.7,45,0.7,55,104,99,0.3755,0.2099,0.1515
2002,MEM,Shane Battier,78,2383,756,9.7,275,569,.483,120,145,.828,86,216,.398,345,4.4,105,1.3,102,88,68,0.6054,0.2653,0.1545
2002,MEM,Mike Batiste,75,1248,481,6.4,197,467,.422,69,88,.784,18,81,.222,257,3.4,52,0.7,42,16,69,0.3171,0.1519,0.0864
2002,MEM,Earl Watson,79,1366,433,5.5,170,391,.435,62,86,.721,31,91,.341,164,2.1,225,2.8,89,14,88,0.3471,0.2321,0.08
2002,MEM,Michael Dickerson,6,87,29,4.8,10,24,.417,5,5,1.000,4,11,.364,6,1.0,8,1.3,5,1,6,0.0221,0.0117,0.0037
2002,MEM,Chris Owens,1,6,4,4.0,2,3,.667,0,0,.000,0,0,.000,1,1.0,0,0.0,0,0,1,0.0015,0.0008,0.0003
2002,MEM,Brevin Knight,55,928,216,3.9,97,228,.425,20,37,.541,2,8,.250,81,1.5,233,4.2,69,2,94,0.2358,0.1693,0.0475
2002,MEM,Ryan Humphrey,13,122,29,2.2,12,35,.343,5,11,.455,0,0,.000,30,2.3,4,0.3,5,2,2,0.031,0.0104,0.0102
2002,MEM,Robert Archibald,12,72,19,1.6,6,20,.300,7,18,.389,0,0,.000,17,1.4,3,0.3,0,3,7,0.0183,0.0065,0.0053
2002,MEM,Cezary Trybanski,15,86,14,0.9,5,20,.250,4,10,.400,0,0,.000,14,0.9,1,0.1,0,6,8,0.0218,0.0031,0.0055
2002,MIA,Eddie Jones,47,1789,869,18.5,291,688,.423,189,230,.822,98,241,.407,226,4.8,173,3.7,64,31,85,0.4545,0.3461,0.0916
2002,MIA,Caron Butler,78,2858,1201,15.4,429,1032,.416,309,375,.824,34,107,.318,397,5.1,213,2.7,137,31,192,0.7261,0.4566,0.1629
2002,MIA,Brian Grant,82,2641,846,10.3,344,676,.509,158,205,.771,0,0,.000,837,10.2,104,1.3,63,47,129,0.671,0.2818,0.2516
2002,MIA,Malik Allen,80,2318,767,9.6,335,790,.424,97,121,.802,0,4,.000,425,5.3,54,0.7,37,78,128,0.5889,0.2179,0.1468
2002,MIA,Travis Best,72,1807,603,8.4,231,583,.396,105,123,.854,36,109,.330,147,2.0,255,3.5,44,7,106,0.4591,0.2987,0.0563
2002,MIA,Mike James,78,1722,607,7.8,218,585,.373,104,142,.732,67,228,.294,149,1.9,246,3.2,64,5,108,0.4375,0.2938,0.0638
2002,MIA,Eddie House,55,1025,411,7.5,172,444,.387,31,36,.861,36,120,.300,101,1.8,87,1.6,44,1,46,0.2604,0.1503,0.0427
2002,MIA,Rasual Butler,72,1514,540,7.5,207,572,.362,76,104,.731,50,171,.292,186,2.6,93,1.3,21,43,77,0.3847,0.1901,0.0689
2002,MIA,Vladimir Stepania,79,1594,441,5.6,185,427,.433,71,134,.530,0,0,.000,554,7.0,24,0.3,45,40,69,0.405,0.1263,0.1706
2002,MIA,Laphonso Ellis,55,784,277,5.0,100,262,.382,50,66,.758,27,107,.252,157,2.9,15,0.3,15,15,31,0.1992,0.0838,0.0504
2002,MIA,Sean Lampley,35,487,169,4.8,56,129,.434,57,82,.695,0,4,.000,83,2.4,31,0.9,7,3,25,0.1237,0.0688,0.0247
2002,MIA,Anthony Carter,49,912,199,4.1,83,233,.356,33,50,.660,0,8,.000,83,1.7,203,4.1,45,5,81,0.2317,0.1544,0.0398
2002,MIA,Sean Marks,23,223,54,2.3,22,59,.373,10,15,.667,0,1,.000,35,1.5,3,0.1,5,6,14,0.0567,0.0144,0.0127
2002,MIA,Ken Johnson,16,156,32,2.0,15,37,.405,2,6,.333,0,0,.000,32,2.0,0,0.0,1,12,6,0.0396,0.0071,0.0123
2002,MIL,Ray Allen,47,1683,1003,21.3,351,803,.437,178,195,.913,123,311,.395,218,4.6,164,3.5,57,11,117,0.4276,0.3641,0.0806
2002,MIL,Gary Payton,80,3208,1634,20.4,665,1466,.454,250,352,.710,54,182,.297,334,4.2,663,8.3,133,20,187,0.815,0.8101,0.1419
2002,MIL,Sam Cassell,78,2700,1536,19.7,546,1162,.470,385,447,.861,59,163,.362,342,4.4,450,5.8,88,14,177,0.686,0.7004,0.1249
2002,MIL,Michael Redd,82,2316,1241,15.1,455,971,.469,149,185,.805,182,416,.438,371,4.5,117,1.4,100,13,74,0.5884,0.4012,0.1365
2002,MIL,Desmond Mason,28,952,415,14.8,166,350,.474,78,102,.765,5,17,.294,188,6.7,68,2.4,20,11,41,0.2419,0.1537,0.0589
2002,MIL,Tim Thomas,80,2358,1066,13.3,412,930,.443,145,186,.780,97,265,.366,389,4.9,102,1.3,70,49,133,0.5991,0.3322,0.1411
2002,MIL,Toni Kukoc,63,1704,730,11.6,249,577,.432,137,194,.706,95,263,.361,266,4.2,230,3.7,81,29,122,0.4329,0.3207,0.1077
2002,MIL,Anthony Mason,65,2119,466,7.2,191,393,.486,84,117,.718,0,1,.000,416,6.4,209,3.2,32,12,79,0.5384,0.2392,0.1217
2002,MIL,Jason Caffey,51,894,295,5.8,113,248,.456,69,106,.651,0,0,.000,176,3.5,38,0.7,19,15,56,0.2271,0.1,0.0567
2002,MIL,Kevin Ollie,53,1127,303,5.7,117,255,.459,68,91,.747,1,5,.200,99,1.9,181,3.4,37,4,36,0.2863,0.1886,0.0405
2002,MIL,Marcus Haislip,39,441,161,4.1,66,153,.431,26,38,.684,3,12,.250,53,1.4,9,0.2,7,18,21,0.112,0.0473,0.0218
2002,MIL,Dan Gadzuric,49,760,169,3.4,70,145,.483,29,56,.518,0,1,.000,197,4.0,9,0.2,22,52,27,0.1931,0.0486,0.075
2002,MIL,Ervin Johnson,69,1170,152,2.2,61,135,.452,30,44,.682,0,0,.000,294,4.3,24,0.3,34,63,34,0.2973,0.0513,0.1077
2002,MIL,Ronald Murray,12,42,23,1.9,9,26,.346,5,8,.625,0,4,.000,1,0.1,3,0.3,4,0,4,0.0107,0.0078,0.0018
2002,MIL,Joel Przybilla,32,546,48,1.5,18,46,.391,12,24,.500,0,0,.000,145,4.5,12,0.4,10,45,19,0.1387,0.0173,0.0549
2002,MIL,Jamal Sampson,5,8,0,0.0,0,2,.000,0,0,.000,0,0,.000,2,0.4,1,0.2,1,0,0,0.002,0.0006,0.0009
2002,MIN,Kevin Garnett,82,3321,1883,23.0,743,1481,.502,377,502,.751,20,71,.282,1102,13.4,495,6.0,113,129,229,0.8438,0.799,0.364
2002,MIN,Wally Szczerbiak,52,1836,913,17.6,351,729,.481,150,173,.867,61,145,.421,241,4.6,136,2.6,44,22,87,0.4665,0.3257,0.085
2002,MIN,Troy Hudson,79,2600,1123,14.2,409,956,.428,208,231,.900,97,266,.365,183,2.3,452,5.7,60,7,182,0.6606,0.5503,0.0716
2002,MIN,Radoslav Nesterovic,77,2337,861,11.2,400,762,.525,61,95,.642,0,2,.000,504,6.5,114,1.5,39,116,99,0.5938,0.2743,0.1798
2002,MIN,Kendall Gill,82,2068,714,8.7,286,677,.422,123,161,.764,19,59,.322,248,3.0,156,1.9,78,15,108,0.5254,0.2744,0.0975
2002,MIN,Anthony Peeler,82,2245,630,7.7,252,609,.414,39,50,.780,87,212,.410,241,2.9,244,3.0,72,13,82,0.5704,0.2886,0.0928
2002,MIN,Joe Smith,54,1117,404,7.5,151,328,.460,102,131,.779,0,2,.000,270,5.0,38,0.7,14,55,43,0.2838,0.1394,0.0914
2002,MIN,Rod Strickland,47,956,320,6.8,120,278,.432,79,107,.738,1,11,.091,95,2.0,215,4.6,46,6,76,0.2429,0.205,0.0436
2002,MIN,Gary Trent,80,1222,476,6.0,208,389,.535,60,101,.594,0,2,.000,291,3.6,77,1.0,32,23,59,0.3105,0.1652,0.0934
2002,MIN,Marc Jackson,77,1041,421,5.5,153,349,.438,114,149,.765,1,1,1.000,225,2.9,37,0.5,24,30,59,0.2645,0.1421,0.0758
2002,MIN,Reggie Slater,26,141,81,3.1,27,50,.540,27,45,.600,0,0,.000,31,1.2,4,0.2,6,1,9,0.0358,0.0274,0.0105
2002,MIN,Loren Woods,38,353,80,2.1,29,76,.382,21,27,.778,1,3,.333,95,2.5,19,0.5,10,13,23,0.0897,0.0307,0.0321
2002,MIN,Mike Wilks,31,324,62,2.0,21,67,.313,16,18,.889,4,18,.222,30,1.0,50,1.6,11,3,12,0.0823,0.0453,0.0128
2002,MIN,Igor Rakocevic,42,244,78,1.9,22,58,.379,29,36,.806,5,12,.417,17,0.4,33,0.8,4,0,23,0.062,0.0402,0.0058
2002,NJN,Jason Kidd,80,2989,1495,18.7,515,1244,.414,339,403,.841,126,370,.341,504,6.3,711,8.9,179,25,296,0.7594,0.7972,0.2042
2002,NJN,Kenyon Martin,77,2628,1283,16.7,509,1082,.470,256,392,.653,9,43,.209,640,8.3,185,2.4,98,70,192,0.6677,0.448,0.2222
2002,NJN,Richard Jefferson,80,2879,1242,15.5,456,911,.501,324,436,.743,6,24,.250,514,6.4,201,2.5,80,44,156,0.7315,0.4732,0.1751
2002,NJN,Kerry Kittles,65,1951,848,13.0,332,711,.467,106,135,.785,78,219,.356,252,3.9,170,2.6,101,30,55,0.4957,0.3256,0.112
2002,NJN,Lucious Harris,77,1973,795,10.3,298,721,.413,152,189,.804,47,136,.346,232,3.0,155,2.0,53,8,71,0.5013,0.3112,0.0817
2002,NJN,Rodney Rogers,68,1303,478,7.0,183,455,.402,68,90,.756,44,132,.333,263,3.9,107,1.6,50,31,91,0.331,0.1767,0.0957
2002,NJN,Aaron Williams,81,1597,500,6.2,199,439,.453,102,130,.785,0,1,.000,331,4.1,88,1.1,27,57,85,0.4057,0.1816,0.1125
2002,NJN,Dikembe Mutombo,24,514,138,5.8,49,131,.374,40,55,.727,0,0,.000,153,6.4,19,0.8,4,37,34,0.1306,0.0475,0.0522
2002,NJN,Jason Collins,81,1900,460,5.7,140,338,.414,180,236,.763,0,4,.000,368,4.5,87,1.1,47,44,85,0.4827,0.1907,0.1254
2002,NJN,Anthony Johnson,66,842,270,4.1,103,231,.446,51,74,.689,13,35,.371,78,1.2,86,1.3,37,5,41,0.2139,0.1203,0.0355
2002,NJN,Brian Scalabrine,59,724,180,3.1,68,169,.402,30,36,.833,14,39,.359,141,2.4,46,0.8,16,18,46,0.1839,0.0679,0.0476
2002,NJN,Tamar Slay,36,274,92,2.6,39,103,.379,7,10,.700,7,25,.280,31,0.9,14,0.4,14,3,20,0.0696,0.0281,0.0142
2002,NJN,Brandon Armstrong,17,69,24,1.4,9,27,.333,5,6,.833,1,6,.167,4,0.2,2,0.1,3,1,5,0.0175,0.0072,0.0025
2002,NJN,Chris Childs,12,106,15,1.3,6,20,.300,2,3,.667,1,6,.167,5,0.4,16,1.3,8,1,6,0.0269,0.0119,0.0046
2002,NJN,Donny Marshall,3,6,0,0.0,0,3,.000,0,0,.000,0,1,.000,3,1.0,0,0.0,0,0,1,0.0015,-0.0003,0.0008
2002,NOH,Jamal Mashburn,82,3321,1772,21.6,670,1586,.422,313,369,.848,119,306,.389,498,6.1,462,5.6,83,17,230,0.8438,0.7354,0.1636
2002,NOH,Baron Davis,50,1889,856,17.1,332,798,.416,93,131,.710,99,283,.350,186,3.7,320,6.4,91,22,140,0.4799,0.3884,0.0889
2002,NOH,David Wesley,73,2710,1217,16.7,449,1037,.433,185,237,.781,134,316,.424,175,2.4,251,3.4,109,9,132,0.6885,0.4661,0.0889
2002,NOH,P.J. Brown,78,2609,832,10.7,319,601,.531,194,232,.836,0,3,.000,701,9.0,147,1.9,67,80,98,0.6629,0.3198,0.2291
2002,NOH,Jamaal Magloire,82,2443,841,10.3,305,635,.480,231,322,.717,0,3,.000,724,8.8,88,1.1,49,111,158,0.6207,0.2825,0.2379
2002,NOH,Courtney Alexander,66,1360,523,7.9,193,505,.382,118,146,.808,19,57,.333,118,1.8,79,1.2,31,6,68,0.3455,0.1907,0.0437
2002,NOH,Elden Campbell,41,685,295,7.2,101,247,.409,93,115,.809,0,1,.000,142,3.5,42,1.0,24,31,53,0.174,0.1091,0.0551
2002,NOH,Kenny Anderson,23,446,139,6.0,61,150,.407,16,22,.727,1,2,.500,45,2.0,77,3.3,18,4,42,0.1133,0.0727,0.0196
2002,NOH,Robert Pack,28,440,145,5.2,52,129,.403,41,55,.745,0,5,.000,51,1.8,81,2.9,25,0,40,0.1118,0.0834,0.0225
2002,NOH,George Lynch,81,1497,363,4.5,147,359,.409,41,74,.554,28,79,.354,353,4.4,104,1.3,66,19,52,0.3803,0.1489,0.1209
2002,NOH,Jerome Moiso,51,644,205,4.0,89,171,.520,27,41,.659,0,0,.000,178,3.5,22,0.4,19,44,46,0.1636,0.0598,0.0664
2002,NOH,Robert Traylor,69,851,268,3.9,105,237,.443,57,88,.648,1,3,.333,262,3.8,50,0.7,45,37,53,0.2162,0.0977,0.0955
2002,NOH,Randy Livingston,2,12,6,3.0,2,4,.500,2,2,1.000,0,0,.000,0,0.0,1,0.5,0,0,0,0.003,0.0026,0
2002,NOH,Stacey Augmon,70,862,212,3.0,79,192,.411,54,72,.750,0,7,.000,119,1.7,69,1.0,27,9,40,0.219,0.0969,0.0434
2002,NOH,Bryce Drew,13,79,19,1.5,8,27,.296,0,0,.000,3,7,.429,13,1.0,11,0.8,2,0,3,0.0201,0.0104,0.0041
2002,NOH,Kirk Haston,12,57,6,0.5,2,17,.118,2,4,.500,0,3,.000,7,0.6,3,0.3,0,5,7,0.0145,0.002,0.0034
2002,NYK,Allan Houston,82,3108,1845,22.5,652,1465,.445,363,395,.919,178,450,.396,231,2.8,220,2.7,54,7,178,0.7896,0.6415,0.0815
2002,NYK,Latrell Sprewell,74,2859,1215,16.4,454,1127,.403,173,218,.794,134,360,.372,285,3.9,332,4.5,102,22,172,0.7264,0.4987,0.1183
2002,NYK,Kurt Thomas,81,2577,1134,14.0,497,1028,.483,138,184,.750,2,3,.667,637,7.9,162,2.0,81,97,138,0.6547,0.3807,0.2235
2002,NYK,Howard Eisley,82,2243,744,9.1,262,628,.417,89,105,.848,131,337,.389,186,2.3,444,5.4,71,9,149,0.5699,0.4276,0.0772
2002,NYK,Shandon Anderson,82,1731,687,8.4,248,537,.462,139,190,.732,52,140,.371,254,3.1,87,1.1,73,20,114,0.4398,0.2306,0.0987
2002,NYK,Othella Harrington,74,1850,573,7.7,225,443,.508,123,150,.820,0,0,.000,476,6.4,62,0.8,12,23,90,0.47,0.1894,0.1328
2002,NYK,Charlie Ward,66,1465,472,7.2,165,414,.399,41,53,.774,101,267,.378,177,2.7,306,4.6,78,11,95,0.3722,0.2811,0.0782
2002,NYK,Clarence Weatherspoon,79,2024,521,6.6,186,414,.449,149,194,.768,0,0,.000,599,7.6,68,0.9,69,36,63,0.5142,0.1931,0.1899
2002,NYK,Lee Nailon,38,405,210,5.5,84,190,.442,42,51,.824,0,1,.000,70,1.8,26,0.7,6,3,32,0.1029,0.0708,0.021
2002,NYK,Michael Doleac,75,1041,328,4.4,146,343,.426,36,46,.783,0,0,.000,219,2.9,42,0.6,16,16,49,0.2645,0.104,0.0668
2002,NYK,Lavor Postell,12,98,43,3.6,14,38,.368,13,15,.867,2,7,.286,4,0.3,3,0.3,2,0,7,0.0249,0.0142,0.0018
2002,NYK,Travis Knight,32,287,60,1.9,25,65,.385,10,13,.769,0,1,.000,62,1.9,14,0.4,8,9,10,0.0729,0.0232,0.0217
2002,NYK,Frank Williams,21,167,28,1.3,9,33,.273,4,6,.667,6,16,.375,18,0.9,34,1.6,7,2,17,0.0424,0.0232,0.0079
2002,ORL,Tracy McGrady,75,2954,2407,32.1,829,1813,.457,576,726,.793,173,448,.386,488,6.5,411,5.5,124,59,195,0.7505,0.9433,0.19
2002,ORL,Mike Miller,49,1826,806,16.4,296,708,.418,127,150,.847,87,256,.340,286,5.8,139,2.8,36,16,99,0.4639,0.2913,0.0915
2002,ORL,Grant Hill,29,843,421,14.5,151,307,.492,118,144,.819,1,4,.250,206,7.1,122,4.2,28,13,84,0.2142,0.1854,0.0671
2002,ORL,Gordan Giricek,27,961,387,14.3,143,325,.440,62,76,.816,39,119,.328,130,4.8,67,2.5,30,2,51,0.2442,0.1394,0.0451
2002,ORL,Drew Gooden,19,544,259,13.6,100,201,.498,59,80,.738,0,2,.000,160,8.4,20,1.1,15,13,45,0.1382,0.0808,0.0505
2002,ORL,Pat Garrity,81,2584,868,10.7,312,744,.419,83,100,.830,161,407,.396,306,3.8,121,1.5,62,20,77,0.6565,0.2912,0.1077
2002,ORL,Darrell Armstrong,82,2350,769,9.4,263,643,.409,165,188,.878,78,232,.336,295,3.6,323,3.9,135,13,160,0.5971,0.3813,0.1305
2002,ORL,Shawn Kemp,79,1633,537,6.8,211,505,.418,115,155,.742,0,1,.000,451,5.7,55,0.7,66,33,102,0.4149,0.1712,0.1502
2002,ORL,Jacque Vaughn,80,1686,473,5.9,184,411,.448,97,125,.776,8,34,.235,118,1.5,232,2.9,64,2,97,0.4284,0.2528,0.055
2002,ORL,Horace Grant,5,85,26,5.2,13,25,.520,0,0,.000,0,0,.000,8,1.6,7,1.4,3,0,1,0.0216,0.0104,0.0032
2002,ORL,Andrew Declercq,77,1327,365,4.7,149,279,.534,67,104,.644,0,0,.000,339,4.4,52,0.7,39,36,84,0.3371,0.1181,0.1124
2002,ORL,Pat Burke,62,783,267,4.3,113,296,.382,40,58,.690,1,7,.143,146,2.4,23,0.4,19,25,47,0.1989,0.0792,0.0523
2002,ORL,Steven Hunter,33,447,130,3.9,56,103,.544,18,44,.409,0,0,.000,93,2.8,6,0.2,9,36,15,0.1136,0.0372,0.0385
2002,ORL,Chris Whitney,22,290,78,3.5,30,88,.341,11,12,.917,7,36,.194,21,1.0,21,1.0,12,1,16,0.0737,0.0306,0.0102
2002,ORL,Jeryl Sasser,75,1025,194,2.6,64,207,.309,53,78,.679,13,44,.295,184,2.5,65,0.9,45,12,39,0.2604,0.09,0.0677
2002,ORL,Ryan Humphrey,35,322,64,1.8,23,85,.271,18,28,.643,0,0,.000,69,2.0,7,0.2,4,16,21,0.0818,0.0195,0.0241
2002,ORL,Olumide Oyedeji,27,145,27,1.0,10,23,.435,7,11,.636,0,0,.000,50,1.9,5,0.2,5,3,5,0.0368,0.0102,0.0155
2002,PHI,Allen Iverson,82,3485,2262,27.6,804,1940,.414,570,736,.774,84,303,.277,344,4.2,454,5.5,225,13,286,0.8854,0.9064,0.1773
2002,PHI,Keith Vanhorn,74,2337,1176,15.9,459,952,.482,193,240,.804,65,176,.369,524,7.1,93,1.3,63,30,150,0.5938,0.3629,0.1667
2002,PHI,Eric Snow,82,3108,1054,12.9,361,799,.452,325,379,.858,7,32,.219,301,3.7,544,6.6,133,11,194,0.7896,0.612,0.1306
2002,PHI,Kenny Thomas,46,1392,470,10.2,178,369,.482,114,152,.750,0,0,.000,392,8.5,73,1.6,46,22,76,0.3537,0.1708,0.1241
2002,PHI,Derrick Coleman,64,1742,602,9.4,223,498,.448,134,171,.784,22,67,.328,450,7.0,87,1.4,53,69,96,0.4426,0.2123,0.1564
2002,PHI,Aaron McKie,80,2374,721,9.0,286,666,.429,112,134,.836,37,112,.330,350,4.4,278,3.5,131,9,109,0.6032,0.3429,0.1417
2002,PHI,Todd Macculloch,42,812,299,7.1,123,238,.517,53,79,.671,0,0,.000,196,4.7,20,0.5,19,32,35,0.2063,0.092,0.0672
2002,PHI,Brian Skinner,77,1381,461,6.0,182,331,.550,97,161,.602,0,0,.000,366,4.8,19,0.2,47,53,62,0.3509,0.1369,0.1277
2002,PHI,Greg Buckner,75,1514,450,6.0,185,398,.465,65,81,.802,15,55,.273,216,2.9,96,1.3,72,16,62,0.3847,0.17,0.0874
2002,PHI,Tyrone Hill,24,496,109,4.5,44,109,.404,21,35,.600,0,0,.000,124,5.2,9,0.4,15,7,16,0.126,0.0341,0.0394
2002,PHI,Monty Williams,21,276,92,4.4,34,80,.425,24,32,.750,0,2,.000,45,2.1,26,1.2,12,5,17,0.0701,0.04,0.0176
2002,PHI,Art Long,19,131,40,2.1,19,50,.380,1,5,.200,1,1,1.000,40,2.1,2,0.1,2,8,9,0.0333,0.0093,0.0135
2002,PHI,John Salmons,64,504,132,2.1,48,116,.414,26,35,.743,10,31,.323,59,0.9,47,0.7,17,6,29,0.128,0.0596,0.0234
2002,PHI,Efthimios Rentzias,35,144,52,1.5,20,59,.339,8,9,.889,4,8,.500,26,0.7,7,0.2,6,2,4,0.0366,0.0182,0.0095
2002,PHI,Mark Bryant,11,77,12,1.1,5,17,.294,2,2,1.000,0,0,.000,16,1.5,1,0.1,1,1,5,0.0196,0.0029,0.0048
2002,PHI,Kenny Satterfield,17,82,9,0.5,4,18,.222,1,2,.500,0,0,.000,8,0.5,15,0.9,2,0,7,0.0208,0.0093,0.0028
2002,PHO,Stephon Marbury,81,3240,1806,22.3,671,1530,.439,375,467,.803,89,296,.301,263,3.2,654,8.1,108,20,263,0.8232,0.8612,0.1143
2002,PHO,Shawn Marion,81,3373,1716,21.2,662,1466,.452,251,295,.851,141,364,.387,773,9.5,198,2.4,185,95,157,0.857,0.5731,0.2971
2002,PHO,Amare Stoudemire,82,2570,1106,13.5,392,830,.472,320,484,.661,2,10,.200,721,8.8,78,1.0,62,87,189,0.6529,0.3588,0.2344
2002,PHO,Anfernee Hardaway,58,1777,615,10.6,256,573,.447,77,97,.794,26,73,.356,258,4.4,235,4.1,66,26,145,0.4515,0.2733,0.099
2002,PHO,Joe Johnson,82,2255,803,9.8,316,796,.397,96,124,.774,75,205,.366,264,3.2,210,2.6,62,19,108,0.5729,0.321,0.0967
2002,PHO,Casey Jacobsen,72,1147,368,5.1,122,327,.373,72,105,.686,52,165,.315,83,1.2,73,1.0,35,6,55,0.2914,0.1395,0.0363
