Year,Team,Name,G,Min,Pts,PPG,FGM,FGA,FGP,FTM,FTA,FTP,3PM,3PA,3PP,REB,RPG,AST,APG,STL,BLK,TO,MPPS,OEPM,DEPM
1996,LAL,Travis Knight,71,1156,342,4.8,140,275,.509,62,100,.620,0,0,.000,319,4.5,39,0.5,31,59,49,0.2937,0.1125,0.1116
1996,LAL,Corie Blount,58,1009,241,4.2,92,179,.514,56,83,.675,1,3,.333,276,4.8,35,0.6,22,25,50,0.2564,0.0828,0.0865
1996,LAL,George McCloud,23,286,95,4.1,34,96,.354,6,9,.667,21,49,.429,36,1.6,17,0.7,9,0,9,0.0727,0.0331,0.0126
1996,LAL,Derek Fisher,80,921,309,3.9,104,262,.397,79,120,.658,22,73,.301,97,1.2,119,1.5,41,5,71,0.234,0.1486,0.0419
1996,LAL,Sean Rooks,69,735,265,3.8,87,185,.470,91,130,.700,0,1,.000,163,2.4,42,0.6,17,38,51,0.1867,0.1015,0.0599
1996,LAL,Rumeal Robinson,15,126,45,3.0,17,48,.354,5,8,.625,6,23,.261,10,0.7,13,0.9,5,2,11,0.032,0.0173,0.0051
1996,LAL,Larry Krystkowiak,3,11,3,1.0,1,2,.500,1,2,.500,0,0,.000,5,1.7,3,1.0,2,0,1,0.0028,0.0025,0.002
1996,LAL,Joe Kleine,8,30,6,0.8,2,8,.250,2,2,1.000,0,0,.000,9,1.1,0,0.0,0,0,0,0.0076,0.002,0.0023
1996,MIA,Tim Hardaway,81,3136,1644,20.3,575,1384,.415,291,364,.799,203,590,.344,277,3.4,695,8.6,151,9,230,0.7967,0.8304,0.1308
1996,MIA,Alonzo Mourning,66,2320,1310,19.8,473,885,.534,363,565,.642,1,9,.111,656,9.9,104,1.6,56,189,225,0.5894,0.4273,0.248
1996,MIA,Jamal Mashburn,32,1189,428,13.4,146,367,.398,88,117,.752,48,146,.329,179,5.6,111,3.5,43,7,57,0.3021,0.1801,0.0641
1996,MIA,Voshon Lenard,73,2111,897,12.3,314,684,.459,86,105,.819,183,442,.414,217,3.0,161,2.2,50,18,109,0.5363,0.3141,0.0799
1996,MIA,Predrag Danilovic,43,1351,486,11.3,175,396,.442,73,94,.777,63,176,.358,102,2.4,77,1.8,39,8,94,0.3432,0.1621,0.0433
1996,MIA,Dan Majerle,36,1264,390,10.8,141,347,.406,40,59,.678,68,201,.338,162,4.5,116,3.2,54,14,50,0.3211,0.1628,0.0662
1996,MIA,Isaac Austin,82,1881,792,9.7,321,639,.502,150,226,.664,0,3,.000,478,5.8,101,1.2,45,43,161,0.4779,0.2562,0.1522
1996,MIA,P.J. Brown,80,2592,761,9.5,300,656,.457,161,220,.732,0,2,.000,670,8.4,92,1.2,85,98,113,0.6585,0.2581,0.2337
1996,MIA,Kurt Thomas,18,374,113,6.3,39,105,.371,35,46,.761,0,1,.000,107,5.9,9,0.5,12,9,25,0.095,0.0364,0.0346
1996,MIA,Keith Askins,78,1773,384,4.9,138,319,.433,39,58,.672,69,172,.401,271,3.5,75,1.0,53,19,59,0.4505,0.1354,0.0951
1996,MIA,John Crotty,48,659,232,4.8,79,154,.513,54,64,.844,20,49,.408,47,1.0,102,2.1,18,0,42,0.1674,0.1203,0.0188
1996,MIA,Gary Grant,28,365,110,3.9,39,110,.355,18,22,.818,14,46,.304,38,1.4,45,1.6,16,0,27,0.0927,0.0514,0.0157
1996,MIA,Willie Anderson,28,303,83,3.0,29,64,.453,17,20,.850,8,19,.421,42,1.5,34,1.2,14,4,19,0.077,0.04,0.0173
1996,MIA,Ed Pinckney,27,273,66,2.4,23,43,.535,20,25,.800,0,0,.000,65,2.4,6,0.2,8,9,19,0.0694,0.0205,0.0224
1996,MIA,Mark Strickland,31,153,62,2.0,25,60,.417,12,21,.571,0,1,.000,37,1.2,1,0.0,4,10,15,0.0389,0.0156,0.0141
1996,MIA,Martin Muursepp,10,27,17,1.7,5,14,.357,6,14,.429,1,4,.250,5,0.5,3,0.3,0,1,3,0.0069,0.0068,0.0016
1996,MIA,James Scott,8,32,1,0.1,0,8,.000,1,2,.500,0,4,.000,6,0.8,3,0.4,2,0,2,0.0081,0.0017,0.0023
1996,MIA,Bruce Bowen,1,1,0,0.0,0,0,.000,0,0,.000,0,0,.000,0,0.0,0,0.0,0,1,0,0.0003,0,0.0004
1996,MIA,Matt Fish,1,1,0,0.0,0,0,.000,0,0,.000,0,0,.000,0,0.0,0,0.0,0,0,1,0.0003,-0.0003,0
1996,MIL,Glenn Robinson,80,3114,1689,21.1,669,1438,.465,288,364,.791,63,180,.350,502,6.3,248,3.1,103,68,269,0.7912,0.5757,0.1884
1996,MIL,Vin Baker,78,3159,1637,21.0,632,1251,.505,358,521,.687,15,54,.278,804,10.3,211,2.7,81,112,245,0.8026,0.5652,0.2707
1996,MIL,Ray Allen,82,2532,1102,13.4,390,908,.430,205,249,.823,117,298,.393,326,4.0,210,2.6,75,10,149,0.6433,0.4143,0.1146
1996,MIL,Sherman Douglas,79,2316,764,9.7,306,610,.502,114,171,.667,38,114,.333,193,2.4,427,5.4,78,10,153,0.5884,0.4283,0.0819
1996,MIL,Johnny Newman,82,2060,715,8.7,246,547,.450,189,247,.765,34,98,.347,186,2.3,116,1.4,73,17,115,0.5234,0.2668,0.0805
1996,MIL,Armen Gilliam,80,2050,691,8.6,246,522,.471,199,259,.768,0,0,.000,497,6.2,53,0.7,61,40,105,0.5208,0.2297,0.1622
1996,MIL,Elliot Perry,82,1595,562,6.9,217,458,.474,79,106,.745,49,137,.358,124,1.5,247,3.0,98,3,111,0.4052,0.2758,0.0698
1996,MIL,Andrew Lang,52,1194,274,5.3,115,248,.464,44,61,.721,0,0,.000,278,5.3,25,0.5,26,47,39,0.3034,0.0852,0.0955
1996,MIL,Acie Earl,9,43,26,2.9,8,23,.348,10,14,.714,0,0,.000,11,1.2,2,0.2,3,1,2,0.0109,0.0098,0.0042
1996,MIL,Chucky Brown,60,674,170,2.8,65,128,.508,39,59,.661,1,6,.167,132,2.2,24,0.4,9,20,15,0.1712,0.063,0.0433
1996,MIL,Joe Wolf,56,525,95,1.7,40,89,.449,14,19,.737,1,7,.143,112,2.0,20,0.4,14,11,14,0.1334,0.0356,0.0373
1996,MIL,Shawn Respert,14,83,20,1.4,6,19,.316,7,7,1.000,1,9,.111,7,0.5,8,0.6,0,0,8,0.0211,0.0094,0.0018
1996,MIL,Keith Tower,5,72,7,1.4,3,8,.375,1,8,.125,0,0,.000,9,1.8,1,0.2,2,1,2,0.0183,0.0021,0.0034
1996,MIL,Jimmy Carruth,4,21,5,1.3,2,3,.667,1,1,1.000,0,0,.000,4,1.0,0,0.0,0,2,1,0.0053,0.0013,0.0016
1996,MIL,David Wood,46,240,57,1.2,20,38,.526,12,18,.667,5,15,.333,27,0.6,13,0.3,7,6,6,0.061,0.0234,0.0114
1996,MIL,Darrin Hancock,9,39,4,0.4,2,6,.333,0,0,.000,0,0,.000,5,0.6,4,0.4,2,0,4,0.0099,0.0023,0.002
1996,MIL,Cuonzo Martin,3,13,0,0.0,0,7,.000,0,0,.000,0,2,.000,1,0.3,1,0.3,0,0,1,0.0033,0.0003,0.0003
1996,MIN,Tom Gugliotta,81,3131,1672,20.6,592,1339,.442,464,566,.820,24,93,.258,702,8.7,335,4.1,130,89,293,0.7955,0.6598,0.2562
1996,MIN,Kevin Garnett,77,2995,1309,17.0,549,1100,.499,205,272,.754,6,21,.286,618,8.0,236,3.1,105,163,175,0.7609,0.4751,0.2488
1996,MIN,Stephon Marbury,67,2324,1057,15.8,355,871,.408,245,337,.727,102,288,.354,184,2.7,522,7.8,67,19,210,0.5904,0.5758,0.0783
1996,MIN,Sam Mitchell,82,2044,766,9.3,269,603,.446,224,295,.759,4,25,.160,326,4.0,79,1.0,51,20,93,0.5193,0.2731,0.1086
1996,MIN,James Robinson,69,1309,572,8.3,196,482,.407,78,114,.684,102,267,.382,112,1.6,126,1.8,30,8,69,0.3326,0.2197,0.0424
1996,MIN,Dean Garrett,68,1665,542,8.0,223,389,.573,96,138,.696,0,0,.000,495,7.3,38,0.6,40,95,34,0.423,0.1752,0.1712
1996,MIN,Doug West,68,1920,531,7.8,226,484,.467,64,94,.681,15,45,.333,148,2.2,113,1.7,61,24,66,0.4878,0.199,0.0685
1996,MIN,Terry Porter,82,1568,568,6.9,187,449,.416,127,166,.765,67,200,.335,176,2.1,295,3.6,54,11,128,0.3984,0.3127,0.0688
1996,MIN,Chris Carr,55,830,337,6.1,125,271,.461,56,73,.767,31,88,.352,113,2.1,48,0.9,24,10,37,0.2109,0.1179,0.041
1996,MIN,Stojan Vrankovic,53,766,181,3.4,78,139,.561,25,37,.676,0,0,.000,168,3.2,14,0.3,10,67,52,0.1946,0.0471,0.0678
1996,MIN,Cherokee Parks,76,961,252,3.3,103,202,.510,46,76,.605,0,1,.000,195,2.6,34,0.4,41,48,32,0.2442,0.087,0.0804
1996,MIN,Reggie Jordan,10,31,20,2.0,8,10,.800,4,7,.571,0,0,.000,4,0.4,1,0.1,2,0,2,0.0079,0.0062,0.0018
1996,MIN,Shane Heal,43,236,75,1.7,26,97,.268,3,5,.600,20,65,.308,18,0.4,33,0.8,3,3,17,0.06,0.0344,0.0067
1996,NJN,Kendall Gill,82,3199,1789,21.8,644,1453,.443,427,536,.797,74,220,.336,499,6.1,326,4.0,154,46,218,0.8128,0.694,0.2001
1996,NJN,Sam Cassell,23,777,445,19.3,167,377,.443,64,77,.831,47,120,.392,82,3.6,149,6.5,37,7,67,0.1974,0.1975,0.0372
1996,NJN,Chris Gatling,3,92,51,17.0,18,43,.419,15,16,.938,0,0,.000,22,7.3,3,1.0,4,0,6,0.0234,0.017,0.0071
1996,NJN,Jim Jackson,31,1155,512,16.5,184,441,.417,104,122,.852,40,108,.370,184,5.9,160,5.2,29,17,101,0.2934,0.2223,0.0632
1996,NJN,Kerry Kittles,82,3012,1347,16.4,507,1189,.426,175,227,.771,158,419,.377,319,3.9,249,3.0,157,35,127,0.7652,0.4967,0.152
1996,NJN,Robert Pack,34,1185,542,15.9,193,474,.407,134,170,.788,22,74,.297,86,2.5,325,9.6,59,3,150,0.3011,0.3195,0.0453
1996,NJN,Jayson Williams,41,1432,550,13.4,221,540,.409,108,183,.590,0,4,.000,553,13.5,51,1.2,24,36,82,0.3638,0.1755,0.1611
1996,NJN,Shawn Bradley,40,1228,479,12.0,199,456,.436,81,122,.664,0,5,.000,325,8.1,20,0.5,23,160,64,0.312,0.1375,0.1422
1996,NJN,Khalid Reeves,50,1048,414,8.3,141,359,.393,56,75,.747,76,192,.396,88,1.8,170,3.4,23,7,82,0.2663,0.1958,0.0334
1996,NJN,Tony Massenburg,79,1954,568,7.2,219,452,.485,130,206,.631,0,1,.000,517,6.5,23,0.3,38,50,91,0.4964,0.1674,0.1617
1996,NJN,Reggie Williams,11,167,71,6.5,27,67,.403,8,10,.800,9,33,.273,24,2.2,8,0.7,8,4,10,0.0424,0.0221,0.0104
1996,NJN,Kevin Edwards,32,477,190,5.9,69,183,.377,37,43,.860,15,43,.349,45,1.4,57,1.8,17,4,49,0.1212,0.0778,0.0192
1996,NJN,Xavier McDaniel,62,1170,346,5.6,138,355,.389,65,89,.730,5,25,.200,317,5.1,65,1.0,36,17,70,0.2973,0.1238,0.0997
1996,NJN,Lloyd Daniels,17,282,92,5.4,34,103,.330,5,6,.833,19,59,.322,39,2.3,25,1.5,9,3,11,0.0716,0.0361,0.0143
1996,NJN,Eric Montross,31,844,157,5.1,73,162,.451,11,28,.393,0,0,.000,282,9.1,29,0.9,11,39,26,0.2144,0.0526,0.0882
1996,NJN,Ed O'bannon,45,634,189,4.2,76,207,.367,20,23,.870,17,60,.283,112,2.5,28,0.6,24,10,14,0.1611,0.0656,0.0408
1996,NJN,Joe Kleine,28,453,84,3.0,35,82,.427,13,18,.722,1,2,.500,114,4.1,23,0.8,8,12,21,0.1151,0.0325,0.0358
1996,NJN,Evric Gray,5,42,13,2.6,4,15,.267,4,4,1.000,1,4,.250,3,0.6,2,0.4,1,0,3,0.0107,0.0047,0.0011
1996,NJN,Jack Haley,20,74,40,2.0,13,37,.351,14,19,.737,0,0,.000,31,1.6,5,0.3,1,1,2,0.0188,0.0161,0.0086
1996,NJN,Adrian Caldwell,18,204,29,1.6,10,35,.286,9,17,.529,0,2,.000,56,3.1,5,0.3,8,1,12,0.0518,0.0095,0.0176
1996,NJN,Robert Werdann,6,31,9,1.5,3,7,.429,3,3,1.000,0,0,.000,6,1.0,0,0.0,2,1,2,0.0079,0.0025,0.0026
1996,NJN,Yinka Dare,41,313,57,1.4,19,54,.352,19,37,.514,0,0,.000,82,2.0,3,0.1,4,28,21,0.0795,0.0157,0.0312
1996,NJN,Vincent Askew,1,7,0,0.0,0,0,.000,0,0,.000,0,0,.000,0,0.0,0,0.0,0,0,0,0.0018,0,0
1996,NYK,Patrick Ewing,78,2887,1751,22.4,655,1342,.488,439,582,.754,2,9,.222,834,10.7,156,2.0,69,189,268,0.7335,0.5775,0.2982
1996,NYK,Allan Houston,81,2681,1197,14.8,437,1032,.423,175,218,.803,148,384,.385,240,3.0,179,2.2,41,18,167,0.6811,0.4084,0.0823
1996,NYK,John Starks,77,2042,1061,13.8,369,856,.431,173,225,.769,150,407,.369,205,2.7,217,2.8,90,11,159,0.5188,0.3972,0.0899
1996,NYK,Larry Johnson,76,2613,976,12.8,376,735,.512,190,274,.693,34,105,.324,393,5.2,174,2.3,64,36,136,0.6639,0.3612,0.1357
1996,NYK,Charles Oakley,80,2873,864,10.8,339,694,.488,181,224,.808,5,19,.263,781,9.8,221,2.8,111,23,171,0.7299,0.3484,0.248
1996,NYK,Chris Childs,65,2076,605,9.3,211,510,.414,113,149,.758,70,181,.387,191,2.9,398,6.1,78,9,180,0.5274,0.3642,0.0811
1996,NYK,Buck Williams,74,1496,465,6.3,175,326,.537,115,179,.642,0,1,.000,397,5.4,53,0.7,40,38,81,0.3801,0.1571,0.1282
1996,NYK,Charlie Ward,79,1763,409,5.2,133,337,.395,95,125,.760,48,154,.312,220,2.8,326,4.1,83,15,147,0.4479,0.277,0.0923
1996,NYK,John Wallace,68,787,325,4.8,122,236,.517,79,110,.718,2,4,.500,155,2.3,37,0.5,21,25,76,0.1999,0.1045,0.0553
1996,NYK,Chris Jent,3,10,6,2.0,2,6,.333,0,0,.000,2,3,.667,1,0.3,1,0.3,0,0,0,0.0025,0.0021,0.0003
1996,NYK,Herb Williams,21,184,39,1.9,18,46,.391,3,4,.750,0,1,.000,31,1.5,5,0.2,4,5,5,0.0467,0.0122,0.011
1996,NYK,Walter McCarty,35,192,64,1.8,26,68,.382,8,14,.571,4,14,.286,23,0.7,13,0.4,7,9,15,0.0488,0.0219,0.0114
1996,NYK,Scott Brooks,38,251,57,1.5,19,39,.487,14,15,.933,5,12,.417,18,0.5,29,0.8,21,0,17,0.0638,0.0303,0.0126
1996,ORL,Anfernee Hardaway,59,2221,1210,20.5,421,941,.447,283,345,.820,85,267,.318,263,4.5,332,5.6,93,35,145,0.5643,0.5323,0.1134
1996,ORL,Rony Seikaly,74,2615,1277,17.3,460,907,.507,357,500,.714,0,3,.000,701,9.5,92,1.2,49,107,218,0.6644,0.4124,0.2308
1996,ORL,Horace Grant,67,2496,845,12.6,358,695,.515,128,179,.715,1,6,.167,600,9.0,163,2.4,101,65,99,0.6341,0.3152,0.2116
1996,ORL,Dennis Scott,66,2166,823,12.5,298,749,.398,80,101,.792,147,373,.394,203,3.1,139,2.1,74,19,81,0.5503,0.2883,0.0858
1996,ORL,Nick Anderson,63,2163,757,12.0,288,725,.397,38,94,.404,143,405,.353,304,4.8,182,2.9,120,32,86,0.5495,0.2841,0.1331
1996,ORL,Donald Royal,1,29,12,12.0,4,10,.400,4,4,1.000,0,0,.000,1,1.0,1,1.0,0,0,3,0.0074,0.0039,0.0003
1996,ORL,Gerald Wilkins,80,2202,848,10.6,323,759,.426,136,190,.716,66,203,.325,173,2.2,173,2.2,54,12,123,0.5595,0.3177,0.0683
1996,ORL,Derek Strong,82,2004,699,8.5,262,586,.447,175,218,.803,0,13,.000,519,6.3,73,0.9,47,20,102,0.5091,0.2378,0.1561
1996,ORL,Brian Shaw,77,1867,552,7.2,189,516,.366,111,140,.793,63,194,.325,194,2.5,319,4.1,67,26,170,0.4743,0.3076,0.0831
1996,ORL,Darrell Armstrong,67,1010,411,6.1,132,345,.383,92,106,.868,55,181,.304,76,1.1,175,2.6,61,9,99,0.2566,0.2027,0.0454
1996,ORL,Felton Spencer,1,19,4,4.0,2,2,1.000,0,0,.000,0,0,.000,6,6.0,1,1.0,0,0,1,0.0048,0.0013,0.0015
1996,ORL,Danny Schayes,45,540,133,3.0,47,120,.392,39,52,.750,0,1,.000,125,2.8,14,0.3,15,16,27,0.1372,0.0448,0.0426
1996,ORL,Kenny Smith,6,47,17,2.8,6,13,.462,2,2,1.000,3,5,.600,2,0.3,4,0.7,0,0,6,0.0119,0.0056,0.0005
1996,ORL,David Vaughn,35,298,81,2.3,31,72,.431,19,30,.633,0,0,.000,95,2.7,7,0.2,8,15,29,0.0757,0.022,0.0319
1996,ORL,Amal McCaskill,17,109,28,1.6,10,32,.313,8,12,.667,0,2,.000,22,1.3,7,0.4,3,5,11,0.0277,0.0104,0.0083
1996,ORL,Brian Evans,14,59,20,1.4,8,22,.364,0,0,.000,4,8,.500,8,0.6,7,0.5,1,2,2,0.015,0.0086,0.0031
1996,ORL,Dell Demps,2,10,2,1.0,0,3,.000,2,2,1.000,0,1,.000,0,0.0,0,0.0,1,0,0,0.0025,0.001,0.0004
1996,PHI,Allen Iverson,76,3045,1787,23.5,625,1504,.416,382,544,.702,155,455,.341,312,4.1,567,7.5,157,24,337,0.7736,0.7895,0.1467
1996,PHI,Jerry Stackhouse,81,3166,1679,20.7,533,1308,.407,511,667,.766,102,342,.298,338,4.2,253,3.1,93,63,316,0.8044,0.6208,0.1413
1996,PHI,Derrick Coleman,57,2102,1032,18.1,364,836,.435,272,365,.745,32,119,.269,573,10.1,193,3.4,50,75,184,0.534,0.3948,0.1884
1996,PHI,Clarence Weatherspoon,82,2949,1003,12.2,398,811,.491,206,279,.738,1,6,.167,679,8.3,140,1.7,74,86,137,0.7492,0.3524,0.228
1996,PHI,Don Maclean,37,733,402,10.9,163,365,.447,64,97,.660,12,38,.316,140,3.8,37,1.0,12,10,47,0.1862,0.1276,0.0433
1996,PHI,Mark Davis,75,1705,639,8.5,251,535,.469,113,168,.673,24,93,.258,323,4.3,135,1.8,85,31,118,0.4332,0.2383,0.1243
1996,PHI,Rex Walters,59,1041,402,6.8,148,325,.455,49,62,.790,57,148,.385,107,1.8,113,1.9,28,3,61,0.2645,0.1637,0.0388
1996,PHI,Scott Williams,62,1317,362,5.8,162,318,.509,38,55,.691,0,2,.000,397,6.4,41,0.7,44,41,50,0.3346,0.1124,0.1307
1996,PHI,Lucious Harris,54,813,293,5.4,112,294,.381,33,47,.702,36,99,.364,71,1.3,50,0.9,41,3,34,0.2066,0.1028,0.0346
1996,PHI,Doug Overton,61,634,217,3.6,81,190,.426,45,48,.938,10,40,.250,68,1.1,101,1.7,24,0,39,0.1611,0.1144,0.0264
1996,PHI,Joe Courtney,4,52,12,3.0,6,14,.429,0,0,.000,0,0,.000,9,2.3,0,0.0,0,0,1,0.0132,0.0028,0.0023
1996,PHI,Mark Hendrickson,29,301,85,2.9,32,77,.416,18,26,.692,3,12,.250,92,3.2,3,0.1,10,4,14,0.0765,0.0243,0.0285
1996,PHI,Frankie King,7,59,20,2.9,7,17,.412,5,5,1.000,1,2,.500,14,2.0,5,0.7,4,0,3,0.015,0.0085,0.0051
1996,PHI,Adrian Caldwell,27,365,72,2.7,30,57,.526,12,33,.364,0,0,.000,111,4.1,7,0.3,8,7,16,0.0927,0.0213,0.0335
1996,PHI,Michael Cage,82,1247,151,1.8,66,141,.468,19,41,.463,0,0,.000,320,3.9,43,0.5,48,42,17,0.3168,0.0634,0.1129
1996,PHI,Mark Bradtke,36,251,59,1.6,25,58,.431,9,13,.692,0,0,.000,68,1.9,7,0.2,5,5,9,0.0638,0.019,0.0208
1996,PHO,Kevin Johnson,70,2658,1410,20.1,441,890,.496,439,515,.852,89,202,.441,253,3.6,653,9.3,102,12,217,0.6753,0.7879,0.107
1996,PHO,Cedric Ceballos,42,1147,643,15.3,248,534,.464,126,171,.737,21,81,.259,277,6.6,49,1.2,28,17,68,0.2914,0.2061,0.0864
1996,PHO,Sam Cassell,22,539,325,14.8,100,241,.415,106,124,.855,19,62,.306,50,2.3,99,4.5,23,6,60,0.1369,0.1508,0.0234
1996,PHO,Rex Chapman,65,1833,898,13.8,332,749,.443,124,149,.832,110,314,.350,181,2.8,182,2.8,52,7,96,0.4657,0.3393,0.068
1996,PHO,Danny Manning,77,2135,1040,13.5,426,795,.536,181,251,.721,7,36,.194,469,6.1,173,2.2,81,74,161,0.5424,0.3682,0.1735
1996,PHO,Wesley Person,80,2325,1080,13.5,409,903,.453,91,114,.798,171,414,.413,292,3.7,123,1.5,86,19,76,0.5907,0.3485,0.113
1996,PHO,Michael Finley,27,796,352,13.0,141,297,.475,56,69,.812,14,55,.255,120,4.4,68,2.5,18,4,44,0.2022,0.1313,0.0386
1996,PHO,Jason Kidd,33,1173,382,11.6,138,326,.423,66,96,.688,40,100,.400,159,4.8,296,9.0,79,12,76,0.298,0.2637,0.0743
1996,PHO,Mark Bryant,41,1018,380,9.3,152,275,.553,76,108,.704,0,0,.000,212,5.2,47,1.1,22,5,46,0.2586,0.131,0.0638
1996,PHO,Hotrod Williams,68,2137,541,8.0,204,416,.490,133,198,.672,0,2,.000,562,8.3,100,1.5,67,88,66,0.5429,0.2116,0.1963
1996,PHO,Robert Horry,32,719,220,6.9,82,195,.421,32,50,.640,24,78,.308,119,3.7,54,1.7,28,26,46,0.1827,0.0832,0.0492
1996,PHO,Wayman Tisdale,53,778,346,6.5,158,371,.426,30,48,.625,0,0,.000,119,2.2,20,0.4,8,21,36,0.1977,0.0978,0.04
1996,PHO,A.c. Green,27,548,153,5.7,61,128,.477,31,48,.646,0,3,.000,138,5.1,17,0.6,18,1,20,0.1392,0.0514,0.0422
1996,PHO,Loren Meyer,35,449,188,5.4,74,166,.446,37,52,.712,3,5,.600,96,2.7,12,0.3,5,12,35,0.1141,0.0551,0.0301
1996,PHO,Chucky Brown,10,83,34,3.4,13,26,.500,8,11,.727,0,0,.000,16,1.6,4,0.4,0,2,4,0.0211,0.0119,0.0047
1996,PHO,Joe Kleine,23,365,78,3.4,32,80,.400,13,18,.722,1,1,1.000,80,3.5,12,0.5,9,6,20,0.0927,0.0249,0.0257
1996,PHO,Steve Nash,65,684,213,3.3,74,175,.423,42,51,.824,23,55,.418,63,1.0,138,2.1,20,0,63,0.1738,0.1277,0.0236
1996,PHO,Rumeal Robinson,12,87,36,3.0,16,34,.471,1,4,.250,3,10,.300,7,0.6,8,0.7,1,0,5,0.0221,0.0127,0.0022
1996,PHO,Mike Brown,6,83,16,2.7,5,12,.417,6,10,.600,0,0,.000,25,4.2,5,0.8,1,2,2,0.0211,0.0079,0.0074
1996,PHO,Dexter Boney,8,48,19,2.4,6,19,.316,6,8,.750,1,6,.167,6,0.8,0,0.0,2,1,1,0.0122,0.0061,0.0026
1996,PHO,Tony Dumas,6,51,14,2.3,6,19,.316,1,2,.500,1,4,.250,2,0.3,3,0.5,0,1,1,0.013,0.0053,0.0008
1996,PHO,Horacio Llamas,20,101,34,1.7,15,28,.536,4,8,.500,0,0,.000,18,0.9,4,0.2,10,5,11,0.0257,0.0092,0.01
1996,PHO,Ben Davis,20,98,29,1.5,10,26,.385,9,20,.450,0,0,.000,27,1.4,0,0.0,4,1,3,0.0249,0.0089,0.0087
1996,POR,Kenny Anderson,82,3081,1436,17.5,485,1137,.427,334,435,.768,132,366,.361,363,4.4,584,7.1,162,15,193,0.7828,0.7345,0.1587
1996,POR,Isaiah Rider,76,2563,1223,16.1,456,983,.464,212,261,.812,99,257,.385,304,4.0,198,2.6,45,19,212,0.6512,0.4239,0.1004
1996,POR,Clifford R.  Robinson,81,3077,1224,15.1,444,1043,.426,215,309,.696,121,350,.346,321,4.0,261,3.2,99,66,172,0.7818,0.4711,0.1403
1996,POR,Rasheed Wallace,62,1892,938,15.1,380,681,.558,169,265,.638,9,33,.273,419,6.8,74,1.2,48,59,114,0.4807,0.2946,0.1435
1996,POR,Arvydas Sabonis,69,1762,928,13.4,328,658,.498,223,287,.777,49,132,.371,547,7.9,146,2.1,63,84,151,0.4477,0.3376,0.1897
1996,POR,Gary Trent,82,1918,882,10.8,361,674,.536,160,229,.699,0,11,.000,428,5.2,87,1.1,48,35,129,0.4873,0.2817,0.1381
1996,POR,Stacey Augmon,40,650,189,4.7,74,143,.517,41,56,.732,0,0,.000,89,2.2,41,1.0,32,7,27,0.1651,0.075,0.037
1996,POR,Donton Wingfield,47,569,211,4.5,79,193,.409,27,40,.675,26,77,.338,137,2.9,45,1.0,14,6,49,0.1446,0.0738,0.0421
1996,POR,Aaron McKie,41,775,170,4.1,53,156,.340,41,49,.837,23,55,.418,93,2.3,84,2.0,34,15,48,0.1969,0.0894,0.0413
1996,POR,Jermaine O'neal,45,458,185,4.1,69,153,.451,47,78,.603,0,1,.000,124,2.8,8,0.2,2,26,27,0.1164,0.0567,0.0405
1996,POR,Ruben Nembhard,2,19,8,4.0,4,8,.500,0,0,.000,0,2,.000,0,0.0,5,2.5,3,0,5,0.0048,0.0036,0.0011
1996,POR,Chris Dudley,81,1840,317,3.9,126,293,.430,65,137,.474,0,0,.000,593,7.3,43,0.5,39,96,80,0.4675,0.1013,0.196
1996,POR,Marcus Brown,21,184,82,3.9,28,70,.400,13,19,.684,13,32,.406,15,0.7,20,1.0,8,2,13,0.0467,0.0322,0.0075
1996,POR,Rumeal Robinson,27,295,95,3.5,33,82,.402,20,23,.870,9,23,.391,30,1.1,52,1.9,18,0,27,0.0749,0.052,0.0145
1996,POR,Aleksi Djordjevic,8,61,25,3.1,8,16,.500,4,5,.800,5,7,.714,5,0.6,5,0.6,0,0,5,0.0155,0.009,0.0013
1996,POR,Mitchell Butler,49,465,148,3.0,52,125,.416,32,50,.640,12,39,.308,53,1.1,30,0.6,13,2,27,0.1181,0.056,0.019
1996,POR,Reggie Jordan,9,99,20,2.2,8,16,.500,4,10,.400,0,0,.000,23,2.6,11,1.2,5,3,6,0.0252,0.0109,0.0087
1996,POR,Randolph Childress,19,125,29,1.5,10,30,.333,6,8,.750,3,16,.188,5,0.3,15,0.8,7,0,13,0.0318,0.0142,0.0039
1996,POR,Ennis Whatley,3,22,4,1.3,2,4,.500,0,0,.000,0,0,.000,3,1.0,3,1.0,0,0,1,0.0056,0.0025,0.0008
1996,SAC,Mitch Richmond,81,3125,2095,25.9,717,1578,.454,457,531,.861,204,477,.428,319,3.9,338,4.2,118,24,237,0.794,0.7814,0.1336
1996,SAC,Mahmo Abdul-rauf,75,2131,1031,13.7,411,924,.445,115,136,.846,94,246,.382,122,1.6,189,2.5,56,6,119,0.5414,0.369,0.0542
1996,SAC,Olden Polynice,82,2893,1025,12.5,442,967,.457,141,251,.562,0,6,.000,772,9.4,178,2.2,46,80,166,0.735,0.3558,0.2391
1996,SAC,Corliss Williamson,79,1992,915,11.6,371,745,.498,173,251,.689,0,3,.000,326,4.1,124,1.6,60,49,157,0.5061,0.3074,0.1213
1996,SAC,Billy Owens,66,1995,724,11.0,299,640,.467,101,145,.697,25,72,.347,392,5.9,187,2.8,62,25,133,0.5069,0.2827,0.1312
1996,SAC,Brian Grant,24,607,252,10.5,91,207,.440,70,90,.778,0,0,.000,142,5.9,28,1.2,19,25,44,0.1542,0.0866,0.0513
